,event_accum_times,event_durs,event_names,event_types
0,376.065,376065.0,instruction_traits0,instructions0
1,379.596,3531.0,survey_stai_state_instr0,instructions0
2,424.577,44.304,survey_stai_state,survey-multi-choice
3,428.842,4265.0,survey_stai_trait_instr0,instructions0
4,493.212,62.931,survey_stai_trait,survey-multi-choice
5,495.087,1875.0,survey_cesd_instr0,instructions0
6,550.38,53.863,survey_cesd,survey-multi-choice
7,599.376,48996.0,NaN0,instructions0
8,622.221,22845.0,NaN1,instructions1
9,626.747,4526.0,NaN2,instructions2
10,630.641,3894.0,NaN3,instructions3
11,631.996,1355.0,NaN4,instructions4
12,634.961,2965.0,NaN5,instructions5
13,669.012,34051.0,NaN6,instructions6
14,677.817,8805.0,NaN7,instructions7
15,739.048,61231.0,NaN8,instructions8
16,750.439,9.122,estimating_belief,similarity
17,774.406,12.817,estimating_belief,similarity
18,786.992,2.485,estimating_belief,similarity
19,804.903,8.428,estimating_belief,similarity
20,827.56,14.47,estimating_belief,similarity
21,845.644,12.464,estimating_belief,similarity
22,860.228,6.807,estimating_belief,similarity
23,873.305,5.848,estimating_belief,similarity
24,891.788,6.444,estimating_belief,similarity
25,902.646,5.736,estimating_belief,similarity
26,915.902,4.421,estimating_belief,similarity
27,929.925,4.722,estimating_belief,similarity
28,951.192,15.369,estimating_belief,similarity
29,965.277,7.478,estimating_belief,similarity
30,974.611,3.537,estimating_belief,similarity
31,988.352,8.409,estimating_belief,similarity
32,996.067,2.893,estimating_belief,similarity
33,1006.391,5.065,estimating_belief,similarity
34,1020.408,6.694,estimating_belief,similarity
35,1031.521,5.906,estimating_belief,similarity
36,1045.32,6.468,estimating_belief,similarity
37,1060.924,15604.0,NaN0,instructions0
38,1079.302,15.959,estimating_belief_other,similarity
39,1103.916,8.505,estimating_belief_other,similarity
40,1112.686,3.118,estimating_belief_other,similarity
41,1122.429,3.633,estimating_belief_other,similarity
42,1130.42,2.64,estimating_belief_other,similarity
43,1142.251,3.957,estimating_belief_other,similarity
44,1151.555,3.448,estimating_belief_other,similarity
45,1160.103,2.381,estimating_belief_other,similarity
46,1171.795,5.825,estimating_belief_other,similarity
47,1181.911,5.364,estimating_belief_other,similarity
48,1189.837,2.195,estimating_belief_other,similarity
49,1200.374,4.717,estimating_belief_other,similarity
50,1210.977,5.932,estimating_belief_other,similarity
51,1220.963,3.242,estimating_belief_other,similarity
52,1230.043,4.479,estimating_belief_other,similarity
53,1239.098,4.132,estimating_belief_other,similarity
54,1249.084,5.159,estimating_belief_other,similarity
55,1257.77,3.538,estimating_belief_other,similarity
56,1265.842,3.37,estimating_belief_other,similarity
57,1274.489,4.016,estimating_belief_other,similarity
58,1282.7,3.648,estimating_belief_other,similarity
59,1337.36,53.636,NaN,survey-likert
60,1359.385,21.007,NaN,survey-likert
61,1368.45,8.056,NaN,survey-multi-choice
62,1371.48,3030.0,NaN0,instructions0
63,1377.087,3.597,NaN,survey-multi-choice
64,1380.401,3314.0,NaN0,instructions0
