,event_accum_times,event_durs,event_names,event_types
0,95.155,95155.0,instruction_traits0,instructions0
1,104.476,9321.0,survey_stai_state_instr0,instructions0
2,177.36,72.391,survey_stai_state,survey-multi-choice
3,180.774,3414.0,survey_stai_trait_instr0,instructions0
4,237.34,55.282,survey_stai_trait,survey-multi-choice
5,239.471,2131.0,survey_cesd_instr0,instructions0
6,293.834,53.064,survey_cesd,survey-multi-choice
7,325.572,31738.0,NaN0,instructions0
8,353.021,27449.0,NaN1,instructions1
9,356.069,3048.0,NaN2,instructions2
10,358.877,2808.0,NaN3,instructions3
11,360.829,1952.0,NaN2,instructions2
12,363.046,2217.0,NaN3,instructions3
13,365.189,2143.0,NaN4,instructions4
14,369.844,4655.0,NaN5,instructions5
15,387.652,17808.0,NaN6,instructions6
16,406.813,19161.0,NaN7,instructions7
17,469.021,62208.0,NaN8,instructions8
18,492.097,20.815,estimating_belief,similarity
19,539.48,25.745,estimating_belief,similarity
20,560.007,14.914,estimating_belief,similarity
21,585.285,10.508,estimating_belief,similarity
22,602.927,6.209,estimating_belief,similarity
23,625.622,6.913,estimating_belief,similarity
24,636.622,5.21,estimating_belief,similarity
25,646.087,4.538,estimating_belief,similarity
26,660.688,7.204,estimating_belief,similarity
27,674.976,6.961,estimating_belief,similarity
28,683.703,2.177,estimating_belief,similarity
29,695.574,6.89,estimating_belief,similarity
30,703.886,2.698,estimating_belief,similarity
31,712.717,3.618,estimating_belief,similarity
32,721.159,3.219,estimating_belief,similarity
33,729.302,1.603,estimating_belief,similarity
34,741.078,6.866,estimating_belief,similarity
35,758.549,8.25,estimating_belief,similarity
36,768.653,4.834,estimating_belief,similarity
37,779.814,5.113,estimating_belief,similarity
38,792.157,3.002,estimating_belief,similarity
39,800.529,8372.0,NaN0,instructions0
40,816.852,13.914,estimating_belief_other,similarity
41,838.542,6.117,estimating_belief_other,similarity
42,859.645,7.241,estimating_belief_other,similarity
43,868.293,3.04,estimating_belief_other,similarity
44,879.852,4.983,estimating_belief_other,similarity
45,890.867,4.033,estimating_belief_other,similarity
46,905.061,4.641,estimating_belief_other,similarity
47,915.853,5.754,estimating_belief_other,similarity
48,928.908,7.25,estimating_belief_other,similarity
49,947.7,1.874,estimating_belief_other,similarity
50,957.507,5.034,estimating_belief_other,similarity
51,965.717,3.163,estimating_belief_other,similarity
52,975.332,3.474,estimating_belief_other,similarity
53,982.02,1.747,estimating_belief_other,similarity
54,988.618,1.746,estimating_belief_other,similarity
55,995.603,2.13,estimating_belief_other,similarity
56,1002.403,1.802,estimating_belief_other,similarity
57,1011.962,4.314,estimating_belief_other,similarity
58,1026.804,5.37,estimating_belief_other,similarity
59,1033.947,2.554,estimating_belief_other,similarity
60,1043.924,2.923,estimating_belief_other,similarity
61,1077.229,32.296,NaN,survey-likert
62,1112.18,33.943,NaN,survey-likert
63,1121.81,8.626,NaN,survey-multi-choice
64,1126.359,4549.0,NaN0,instructions0
65,1135.337,6.972,NaN,survey-multi-choice
66,1137.023,1686.0,NaN0,instructions0
