,event_accum_times,event_durs,event_names,event_types
0,247.129,247129.0,instruction_traits0,instructions0
1,262.953,15824.0,survey_stai_state_instr0,instructions0
2,309.678,46.225,survey_stai_state,survey-multi-choice
3,312.436,2758.0,survey_stai_trait_instr0,instructions0
4,354.503,40.779,survey_stai_trait,survey-multi-choice
5,359.625,5122.0,survey_cesd_instr0,instructions0
6,413.132,52.217,survey_cesd,survey-multi-choice
7,454.82,41688.0,NaN0,instructions0
8,509.368,54548.0,NaN1,instructions1
9,513.873,4505.0,NaN2,instructions2
10,519.627,5754.0,NaN3,instructions3
11,522.667,3040.0,NaN4,instructions4
12,530.506,7839.0,NaN5,instructions5
13,594.938,64432.0,NaN6,instructions6
14,619.176,24238.0,NaN7,instructions7
15,625.448,6272.0,NaN8,instructions8
16,712.454,84.745,estimating_belief,similarity
17,745.827,14.478,estimating_belief,similarity
18,762.371,7.392,estimating_belief,similarity
19,799.108,5.809,estimating_belief,similarity
20,811.86,5.704,estimating_belief,similarity
21,827.642,4.017,estimating_belief,similarity
22,850.906,2.957,estimating_belief,similarity
23,873.819,8.354,estimating_belief,similarity
24,893.698,7.378,estimating_belief,similarity
25,924.579,7.129,estimating_belief,similarity
26,938.491,3.449,estimating_belief,similarity
27,957.386,12.722,estimating_belief,similarity
28,974.561,10.85,estimating_belief,similarity
29,1018.001,8.953,estimating_belief,similarity
30,1035.176,9.521,estimating_belief,similarity
31,1081.568,7.977,estimating_belief,similarity
32,1109.473,9.178,estimating_belief,similarity
33,1136.176,8.976,estimating_belief,similarity
34,1148.6,4.666,estimating_belief,similarity
35,1168.225,8.994,estimating_belief,similarity
36,1175.899,3.21,estimating_belief,similarity
37,1228.351,52452.0,NaN0,instructions0
38,1237.792,7.033,estimating_belief_other,similarity
39,1258.016,5.634,estimating_belief_other,similarity
40,1281.574,7.377,estimating_belief_other,similarity
41,1294.345,7.989,estimating_belief_other,similarity
42,1304.104,4.274,estimating_belief_other,similarity
43,1337.975,15.481,estimating_belief_other,similarity
44,1359.935,16.491,estimating_belief_other,similarity
45,1386.583,9.369,estimating_belief_other,similarity
46,1400.454,9.265,estimating_belief_other,similarity
47,1412.655,6.525,estimating_belief_other,similarity
48,1428.151,7.945,estimating_belief_other,similarity
49,1441.158,7.29,estimating_belief_other,similarity
50,1456.07,5.249,estimating_belief_other,similarity
51,1473.871,7.508,estimating_belief_other,similarity
52,1487.823,8.026,estimating_belief_other,similarity
53,1504.373,7.435,estimating_belief_other,similarity
54,1523.557,5.802,estimating_belief_other,similarity
55,1536.959,7.381,estimating_belief_other,similarity
56,1551.926,7.153,estimating_belief_other,similarity
57,1565.086,7.762,estimating_belief_other,similarity
58,1576.79,5.969,estimating_belief_other,similarity
59,1608.873,31.074,NaN,survey-likert
60,1621.183,11.302,NaN,survey-likert
61,1627.781,5.593,NaN,survey-multi-choice
62,1633.065,5284.0,NaN0,instructions0
63,1639.309,4.236,NaN,survey-multi-choice
64,1641.21,1901.0,NaN0,instructions0
